point_id,b,S,E,scenario,t,n_feasible,matrix_rank,n_unique_p,n_unique_q,a_P,a_Q,b_PP,b_QQ,b_PQ,relative_max_residual,rmse_mw,lambda_min_cost,lambda_max_cost,lambda_min_over_lambda_max_pct,is_psd_cost
P1_old_full_opt,15,0.176,0.419,summer,14,37,5,9,17,-0.07190987025764792,-0.04238538764937144,0.020651644163799696,0.019558196406321757,0.0018918101211181787,0.00014774465508138858,6.411964828353349e-07,0.019012380407905354,0.0211974601622161,89.6917850648655,True
P1_old_full_opt,15,0.176,0.419,summer,15,37,5,9,17,-0.0734814194085965,-0.04330923860638824,0.020746934023264656,0.019627945281420818,0.0019396676959230544,0.00014566174260603295,6.462777485678205e-07,0.01906779165241366,0.021307087652271812,89.4903703574928,True
P1_old_full_opt,15,0.176,0.419,summer,16,37,5,9,17,-0.07434407328299855,-0.04381630856915442,0.02079936417135732,0.01966625802652796,0.001966049444193624,0.00014455969039214598,6.491098429790543e-07,0.019098209852638003,0.021367412345247278,89.38007814917276,True
P1_old_full_opt,15,0.176,0.419,summer,17,37,5,9,17,-0.0758698775141409,-0.04471308007616631,0.020892346523796092,0.019734014869119992,0.002012905970357415,0.00014267694845431295,6.542671997426357e-07,0.019151982751690957,0.021474378641225127,89.1852708367739,True
P1_old_full_opt,15,0.176,0.419,summer,18,37,5,9,17,-0.07572186308900353,-0.044626107211173674,0.020883276773970866,0.019727501565826706,0.00200834966025977,0.0001428574417461697,6.536773678077856e-07,0.019146803319645748,0.021463975020151824,89.20436825736817,True
P1_old_full_opt,15,0.176,0.419,summer,19,37,5,9,17,-0.07521918553348943,-0.04433067233294667,0.020852625271003063,0.01970516923390898,0.001992893245556862,0.00014347092268057523,6.519780208248089e-07,0.019129084349713818,0.021428710155198226,89.26848238261061,True
P1_old_full_opt,15,0.176,0.419,summer,20,37,5,9,17,-0.07459944734563398,-0.04396642145503083,0.020814877882647187,0.019677643246109308,0.001973874528717612,0.00014423985049372671,6.498995256128232e-07,0.019107238695222347,0.021385282433534148,89.34760976203141,True
P1_old_full_opt,15,0.176,0.419,summer,21,37,5,9,17,-0.07229950965556245,-0.04261449646025833,0.020675136930362357,0.019575657742672798,0.0019036511036720771,0.00014722340144729482,6.422085712787893e-07,0.01902622241769501,0.021224572255340145,89.64243042828801,True
P1_old_full_opt,15,0.176,0.419,summer,22,37,5,9,17,-0.06850384921615851,-0.04038287144776687,0.020445759256656905,0.01940783539985788,0.0017889893189719022,0.00015263797867203204,6.297147182383944e-07,0.018892658953098135,0.02096093570341665,90.13270791159678,True
P1_old_full_opt,15,0.176,0.419,summer,23,37,5,9,17,-0.06511921751099495,-0.03839238480888608,0.020242502306250597,0.01925873100190039,0.0016880325303108776,0.00015806038570877616,6.18736711472836e-07,0.018773726204402316,0.020727507103748672,90.57397066821892,True
P1_old_full_opt,15,0.176,0.419,winter,0,37,5,9,17,-0.06516674223497847,-0.0384203264626717,0.020245373764548234,0.019260778554054434,0.0016894417101634557,0.00015797870718922287,6.1894736401257e-07,0.01877536952889432,0.020730782789708347,90.56758598722679,True
P1_old_full_opt,15,0.176,0.419,winter,1,37,5,9,17,-0.06026658653675583,-0.03553770608118765,0.019953185752892875,0.019045859932767174,0.0015453994410206534,0.00016701525045022587,6.032515689072371e-07,0.01860348997845315,0.020395555707206903,91.21344985897827,True
