method,M,point_id,scenario,t,q_lp,q_star,abs_err,rel_err,inaccurate,free_zone_width_mvar,max_uncounted_loss_mva,n_free_zone_hours,n_vertex_stuck_hours,n_nonzero_q_hours,frac_in_free_zone,max_pad_mw,max_pad_scenario,max_pad_t,max_pad_unit,max_pad_annual_won_implied,qp_v2_correction,p_ch,p_dis,p_net,s_app,q_penalty,pcs_true,pcs_charged,poly_n,s_cap,norm_true,s_app_deficit,at_s_cap
baseline_a,,P3_dev_run0,shoulder,2,-4.358539246951063e-18,,,,False,0.10242791164439083,0.0030728373493317277,,,0,,,,,,,True,6.012474087318449e-07,1.3694403487543472e-09,-5.998779683830905e-07,nan,0.0,0.0,0.0,32,1.0399680393724458,5.998779683830905e-07,nan,False
baseline_a,,P3_dev_run0,shoulder,3,2.52527698907113e-18,,,,False,0.10242791164439083,0.0030728373493317277,,,0,,,,,,,True,5.959808034850546e-07,3.1208028134280295e-10,-5.956687232037118e-07,nan,0.0,0.0,0.0,32,1.0399680393724458,5.956687232037118e-07,nan,False
baseline_a,,P3_dev_run0,shoulder,4,5.20567380006393e-18,,,,False,0.10242791164439083,0.0030728373493317277,,,0,,,,,,,True,0.3842105672720548,5.27306523127987e-13,-0.3842105672715275,nan,0.0,0.0,0.0,32,1.0399680393724458,0.3842105672715275,nan,False
baseline_a,,P3_dev_run0,shoulder,5,3.0912928278858133e-18,,,,False,0.10242791164439083,0.0030728373493317277,,,0,,,,,,,True,1.1325417784191742e-05,7.568071490694447e-12,-1.1325410216120252e-05,nan,0.0,0.0,0.0,32,1.0399680393724458,1.1325410216120252e-05,nan,False
baseline_a,,P3_dev_run0,shoulder,6,-7.115637581136144e-18,,,,False,0.10242791164439083,0.0030728373493317277,,,0,,,,,,,True,1.1325433255379084e-05,0.0,-1.1325433255379084e-05,nan,0.0,0.0,0.0,32,1.0399680393724458,1.1325433255379084e-05,nan,False
baseline_a,,P3_dev_run0,shoulder,7,-3.4257269152966445e-17,,,,False,0.10242791164439083,0.0030728373493317277,,,0,,,,,,,True,1.1326810073573035e-05,0.0,-1.1326810073573035e-05,nan,0.0,0.0,0.0,32,1.0399680393724458,1.1326810073573035e-05,nan,False
baseline_a,,P3_dev_run0,shoulder,8,-8.276240096132907e-17,,,,False,0.10242791164439083,0.0030728373493317277,,,0,,,,,,,True,1.5940288256911555e-09,0.0,-1.5940288256911555e-09,nan,0.0,6.203854594147713e-26,0.0,32,1.0399680393724458,1.5940288256911575e-09,nan,False
baseline_a,,P3_dev_run0,shoulder,9,-1.4077687331746206e-16,,,,False,0.10242791164439083,0.0030728373493317277,,,0,,,,,,,True,0.0,6.6353558529576975e-12,6.6353558529576975e-12,nan,0.0,4.4801208653058736e-23,0.0,32,1.0399680393724458,6.635355854451071e-12,nan,False
baseline_a,,P3_dev_run0,shoulder,10,-1.4484146537361585e-16,,,,False,0.10242791164439083,0.0030728373493317277,,,0,,,,,,,True,4.269695347390057e-13,0.17280024594494298,0.172800245944516,nan,0.0,0.0,0.0,32,1.0399680393724458,0.172800245944516,nan,False
baseline_a,,P3_dev_run0,shoulder,11,-1.2535854340283035e-16,,,,False,0.10242791164439083,0.0030728373493317277,,,0,,,,,,,True,4.555286076822491e-13,6.805368467184284e-12,6.349839859502035e-12,nan,0.0,3.712243609676642e-23,0.0,32,1.0399680393724458,6.34983986073945e-12,nan,False
baseline_a,,P3_dev_run0,shoulder,12,-9.288880697527095e-17,,,,False,0.10242791164439083,0.0030728373493317277,,,0,,,,,,,True,6.023174530916012e-13,1.4662690703193689e-12,8.639516172277676e-13,nan,0.0,1.4980579459814091e-22,0.0,32,1.0399680393724458,8.639516222212941e-13,nan,False
baseline_a,,P3_dev_run0,shoulder,13,-5.563069238051504e-17,,,,False,0.10242791164439083,0.0030728373493317277,,,0,,,,,,,True,1.5995863564748315e-12,5.82393339653862e-13,-1.0171930168209695e-12,nan,0.0,4.563697207226057e-23,0.0,32,1.0399680393724458,1.017193018342202e-12,nan,False
baseline_a,,P3_dev_run0,shoulder,14,-9.528898746925023e-17,,,,False,0.10242791164439083,0.0030728373493317277,,,0,,,,,,,True,7.858683171700565e-13,9.346415691049516e-13,1.4877325193489515e-13,nan,0.0,9.154861594441403e-22,0.0,32,1.0399680393724458,1.4877328245110046e-13,nan,False
baseline_a,,P3_dev_run0,shoulder,15,-1.250248216043532e-16,,,,False,0.10242791164439083,0.0030728373493317277,,,0,,,,,,,True,6.056782344589128e-13,1.4463022378951208e-12,8.40624003436208e-13,nan,0.0,2.7892147664059974e-22,0.0,32,1.0399680393724458,8.406240127335906e-13,nan,False
baseline_a,,P3_dev_run0,shoulder,16,-1.5616989565476621e-16,,,,False,0.10242791164439083,0.0030728373493317277,,,0,,,,,,,True,5.08026876662414e-13,2.673008512720239e-12,2.164981636057825e-12,nan,0.0,1.6897859214631722e-22,0.0,32,1.0399680393724458,2.1649816416904445e-12,nan,False
baseline_a,,P3_dev_run0,shoulder,17,-2.0009511387824022e-16,,,,False,0.10242791164439083,0.0030728373493317277,,,0,,,,,,,True,5.005867324963463e-13,2.8993492873245135e-12,2.3987625548281672e-12,nan,0.0,2.5036692421623056e-22,0.0,32,1.0399680393724458,2.3987625631737314e-12,nan,False
baseline_a,,P3_dev_run0,shoulder,18,-2.154726801487105e-16,,,,False,0.10242791164439083,0.0030728373493317277,,,0,,,,,,,True,5.169620234890082e-13,2.449457309221224e-12,1.932495285732216e-12,nan,0.0,3.603771514309635e-22,0.0,32,1.0399680393724458,1.9324952977447876e-12,nan,False
baseline_a,,P3_dev_run0,shoulder,19,-2.2542057003229475e-16,,,,False,0.10242791164439083,0.0030728373493317277,,,0,,,,,,,True,4.956945164477926e-13,3.0739892921436497e-12,2.578294775695857e-12,nan,0.0,2.9562815111082605e-22,0.0,32,1.0399680393724458,2.5782947855501288e-12,nan,False
baseline_a,,P3_dev_run0,shoulder,20,-2.1346329375872739e-16,,,,False,0.10242791164439083,0.0030728373493317277,,,0,,,,,,,True,5.312281597510261e-13,2.17241734649237e-12,1.6411891867413438e-12,nan,0.0,4.1646549803624974e-22,0.0,32,1.0399680393724458,1.6411892006235271e-12,nan,False
baseline_a,,P3_dev_run0,shoulder,21,-1.7270624367793564e-16,,,,False,0.10242791164439083,0.0030728373493317277,,,0,,,,,,,True,7.323996398385261e-13,1.0230549461435166e-12,2.9065530630499046e-13,nan,0.0,1.5393204584044558e-21,0.0,32,1.0399680393724458,2.906553576156724e-13,nan,False
baseline_a,,P3_dev_run0,shoulder,22,-1.308490653646066e-16,,,,False,0.10242791164439083,0.0030728373493317277,,,0,,,,,,,True,1.1086002692284782e-12,6.940259735244793e-13,-4.145742957039989e-13,nan,0.0,6.194840450977708e-22,0.0,32,1.0399680393724458,4.1457431635346706e-13,nan,False
baseline_a,,P3_dev_run0,shoulder,23,-1.0673241445070981e-16,,,,False,0.10242791164439083,0.0030728373493317277,,,0,,,,,,,True,1.86130520818654e-12,5.537847582995369e-13,-1.307520449887003e-12,nan,0.0,1.3068791691509736e-22,0.0,32,1.0399680393724458,1.3075204542432668e-12,nan,False
qp,,P1_old_full_opt,summer,0,0.04175419956844843,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,1.6933004933779268e-17,0.17027852578120964,0.1702785257812096,0.17515251189430664,0.0048739861130970615,0.00015133723770433303,0.00014621958339291197,32,0.17515251189430664,0.17532310037135404,0.00017058847704740088,True
qp,,P1_old_full_opt,summer,1,0.007051238422382866,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,1.3428059498764954e-17,0.008591958877437486,0.008591958877437472,0.011061410890142414,0.002469452012704948,7.568920349642434e-05,7.40835603811485e-05,32,0.17515251189430664,0.011114932327318281,5.3521437175867506e-05,False
qp,,P1_old_full_opt,summer,2,1.115205104894643e-14,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,1.8400448340142756e-14,4.0617590261341715e-15,-1.4338689314008584e-14,1.9418158957662694e-14,2.9056383385588923e-16,1.147885186319776e-16,8.716915015676685e-18,32,0.17515251189430664,1.8164973268407833e-14,-1.253185689254861e-15,False
qp,,P1_old_full_opt,summer,3,0.02233624486120274,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,0.041788174948814656,1.1393281381667892e-17,-0.04178817494881464,0.047154950385843206,0.005366775437028584,0.0001678481423211497,0.00016100326311085768,32,0.17515251189430664,0.047383113026186294,0.00022816264034308809,False
qp,,P1_old_full_opt,summer,4,0.0510901031967851,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,0.16842149908886875,1.0370715243342748e-17,-0.16842149908886875,0.1751525118943066,0.006731012805437921,0.00022735502733393497,0.0002019303841631378,32,0.17515251189430664,0.1759999999999999,0.0008474881056932948,True
qp,,P1_old_full_opt,summer,5,0.05109010319678518,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,0.1684214990888687,1.0364767815381037e-17,-0.1684214990888687,0.1751525118943066,0.006731012805437927,0.00022735502733393578,0.000201930384163138,32,0.17515251189430664,0.17599999999999988,0.000847488105693267,True
qp,,P1_old_full_opt,summer,6,0.010091681347814886,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,0.01888020785546566,1.1432315276565984e-17,-0.01888020785546565,0.021304956863740634,0.002424749008275003,7.58350375210226e-05,7.274247024825016e-05,32,0.17515251189430664,0.021408042439499734,0.00010308557575909941,False
qp,,P1_old_full_opt,summer,7,9.615789855219844e-06,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,1.1716873844501172e-05,1.1466591642817024e-17,-1.1716873844489704e-05,1.508447116334563e-05,3.3675973188660674e-06,1.0321753872340986e-07,1.0102791956598212e-07,32,0.17515251189430664,1.5157458468603363e-05,7.298730525773348e-08,False
qp,,P1_old_full_opt,summer,8,9.615789857432449e-06,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,1.1716873844403536e-05,7.913719928284905e-18,-1.1716873844395623e-05,1.5084471164546907e-05,3.367597320162804e-06,1.0321753876616034e-07,1.0102791960488421e-07,32,0.17515251189430664,1.5157458469934298e-05,7.29873053873905e-08,False
qp,,P1_old_full_opt,summer,9,6.0196156622598204e-15,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,3.1938528039435396e-15,4.673836032478967e-16,-2.726469200695643e-15,6.96353512128388e-15,3.54664919363894e-15,1.1645442037014788e-16,1.0639947580916829e-16,32,0.17515251189430664,6.608283213033902e-15,-3.552519082499784e-16,False
qp,,P1_old_full_opt,summer,10,5.198228705101947e-15,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,2.0566699632116708e-16,2.2116175356691693e-16,1.5494757245749847e-17,5.4747151711432015e-15,4.892510842229598e-15,1.5548271123023905e-16,1.4677532526688806e-16,32,0.17515251189430664,5.198251798253714e-15,-2.764633728894878e-16,False
qp,,P1_old_full_opt,summer,11,5.34764157610466e-15,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,2.4769027382365775e-16,2.2553965304847613e-16,-2.2150620775181625e-17,5.614338314592522e-15,4.9935947479959556e-15,1.597661049148818e-16,1.498078424398788e-16,32,0.17515251189430664,5.347687451271237e-15,-2.666508633212846e-16,False
qp,,P1_old_full_opt,summer,12,5.250037370258322e-15,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,2.35067426729315e-16,2.0479508583234318e-16,-3.027234089697182e-17,5.519556159801721e-15,4.9354795078182304e-15,1.565955691679354e-16,1.4806438523454704e-16,32,0.17515251189430664,5.250124646494814e-15,-2.6943151330690713e-16,False
qp,,P1_old_full_opt,summer,13,4.969170809017731e-15,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,1.9537204820520788e-16,2.143817193057955e-16,1.9009671100587622e-17,5.2540019958565525e-15,4.7048796000119024e-15,1.4850592496218257e-16,1.4114638800035719e-16,32,0.17515251189430664,4.969207169840002e-15,-2.847948260165502e-16,False
qp,,P1_old_full_opt,summer,14,5.601383196810527e-15,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,2.570788492574682e-16,8.415656630004483e-16,5.844868137429801e-16,5.907480404196247e-15,4.7159570053878655e-15,1.5141925525849677e-16,1.414787101616361e-16,32,0.17515251189430664,5.631795322359535e-15,-2.756850818367124e-16,False
qp,,P1_old_full_opt,summer,15,0.05099945549772563,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,6.613049529860939e-18,0.06214301632704236,0.062143016327042354,0.08000380906750136,0.017860792740459024,0.0005474369088303746,0.0005358237822137712,32,0.17515251189430664,0.08039091328805482,0.0003871042205534636,False
qp,,P1_old_full_opt,summer,16,0.09570172674533112,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,6.697621885401606e-18,0.11661289144404295,0.11661289144404295,0.15012910626673917,0.033516214822696254,0.0010272787610747624,0.0010054864446808886,32,0.17515251189430664,0.15085551681320167,0.000726410546462497,False
qp,,P1_old_full_opt,summer,17,1.1048403430588791e-14,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,1.5312699950926438e-15,6.483533036278185e-15,4.952263041185541e-15,1.2665622980987694e-14,5.239735446876803e-15,2.1465781660285859e-16,1.5719206340630422e-16,32,0.17515251189430664,1.2107523594614154e-14,-5.580993863735396e-16,False
qp,,P1_old_full_opt,summer,18,6.569498070720996e-15,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,3.7402689451134386e-16,5.358251545612547e-16,1.617982600499108e-16,6.8294378206020235e-15,5.7200205099865074e-15,1.9229075849402036e-16,1.7160061529959537e-16,32,0.17515251189430664,6.571490209850584e-15,-2.5794761075143953e-16,False
qp,,P1_old_full_opt,summer,19,6.420696558998595e-15,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,3.485703597136564e-16,2.716324585297596e-16,-7.693790118389682e-17,6.674246081783741e-15,5.825303434831778e-15,1.9032658820642265e-16,1.747591030449535e-16,32,0.17515251189430664,6.4211575080646466e-15,-2.530885737190948e-16,False
qp,,P1_old_full_opt,summer,20,6.249809040017115e-15,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,3.228590434650088e-16,2.561506728698402e-16,-6.670837059516863e-17,6.504763996227472e-15,5.705873295618705e-15,1.8550370012090144e-16,1.711761988685613e-16,32,0.17515251189430664,6.2501650412918785e-15,-2.545989549355935e-16,False
qp,,P1_old_full_opt,summer,21,5.746817258475097e-15,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,2.4232102663485193e-16,2.8088506194476544e-16,3.8564035309913515e-17,6.012443949683895e-15,5.289954132726163e-15,1.712514784124627e-16,1.5869862398178503e-16,32,0.17515251189430664,5.746946649058665e-15,-2.654973006252304e-16,False
qp,,P1_old_full_opt,summer,22,5.285575498393227e-15,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,1.2302830851852687e-15,2.407582756554931e-16,-9.895248095297757e-16,5.685501243439383e-15,4.152317722390455e-15,1.3163635875054998e-16,1.2456953167171376e-16,32,0.17515251189430664,5.3774034345481045e-15,-3.080978088912781e-16,False
qp,,P1_old_full_opt,summer,23,3.929685955401592e-14,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,5.4485176255681514e-14,1.4015677053135336e-14,-4.0469499202546177e-14,5.889948498747414e-14,0.0,4.781978557403432e-16,0.0,32,0.17515251189430664,5.6409427727224267e-14,-2.4900572602498762e-15,False
qp,,P1_old_full_opt,winter,0,0.051090103196783636,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,2.914286987954045e-17,0.1684214990888692,0.16842149908886916,0.1751525118943067,0.006731012805437544,0.00022735502733392163,0.00020193038416312648,32,0.17515251189430664,0.17599999999999988,0.0008474881056931838,True
qp,,P1_old_full_opt,winter,1,0.008575218283485212,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,2.1518587789368156e-17,0.010448933711114447,0.010448933711114427,0.013452106881705292,0.003003173170590894,9.204786490054938e-05,9.009519511772689e-05,32,0.17515251189430664,0.01351719587446607,6.50889927607777e-05,False
qp,,P1_old_full_opt,winter,2,1.0757420885560689e-14,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,3.305839662255653e-15,6.315677952008479e-16,-2.6742718670548048e-15,1.2437900991385086e-14,8.506222474319122e-15,2.523172554966436e-16,2.551866742295739e-16,32,0.17515251189430664,1.108484705027625e-14,-1.3530539411088365e-15,False
qp,,P1_old_full_opt,winter,3,0.08296582568137426,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,0.15521814252530855,1.3451762975087159e-17,-0.15521814252530855,0.17515251189430459,0.019934369368996105,0.0006234557242406738,0.0005980310810698837,32,0.17515251189430664,0.17599999999999766,0.0008474881056930728,True
qp,,P1_old_full_opt,winter,4,0.059597024507099965,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,0.1648978169080953,1.2731171912803081e-17,-0.1648978169080953,0.17515251189430625,0.01025469498621106,0.0003131782117052853,0.0003076408495863321,32,0.17515251189430664,0.1753370906316048,0.00018457873729854635,True
qp,,P1_old_full_opt,winter,5,0.04136606713446264,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,0.07739046832180944,1.3940243374519823e-17,-0.07739046832180943,0.08732957824844531,0.009939109926635943,0.0003108498123474873,0.0002981732977990786,32,0.17515251189430664,0.08775212873339233,0.00042255048494702074,False
qp,,P1_old_full_opt,winter,6,9.615789858205712e-06,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,1.1716873844672638e-05,1.2115935466680669e-17,-1.1716873844660522e-05,1.508447116541912e-05,3.3675973208172104e-06,1.0321753877907308e-07,1.010279196245164e-07,32,0.17515251189430664,1.5157458470629622e-05,7.298730521050292e-08,False
qp,,P1_old_full_opt,winter,7,9.615789860872432e-06,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,1.1716873844565885e-05,7.096922662020838e-18,-1.1716873844558788e-05,1.5084471167051303e-05,3.367597322552418e-06,1.0321753883051834e-07,1.0102791967657263e-07,32,0.17515251189430664,1.515745847224273e-05,7.298730519142774e-08,False
qp,,P1_old_full_opt,winter,8,9.615789867119204e-06,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,1.1716873844120512e-05,0.0,-1.1716873844120512e-05,1.5084471171086434e-05,3.3675973270265853e-06,1.0321753895239016e-07,1.0102791981079765e-07,32,0.17515251189430664,1.5157458475866847e-05,7.298730478041347e-08,False
qp,,P1_old_full_opt,winter,9,0.05481637552482252,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,5.3460026065669765e-18,0.05325392171771111,0.0532539217177111,0.07641724002504142,0.02316331830733036,0.0006951391353073888,0.0006948995492199114,32,0.17515251189430664,0.07642522622795737,7.986202915949425e-06,False
qp,,P1_old_full_opt,winter,10,0.051090103196786384,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,9.084493164964616e-18,0.16842149908886833,0.16842149908886833,0.17515251189430664,0.006731012805438331,0.00022735502733394662,0.00020193038416315012,32,0.17515251189430664,0.17599999999999988,0.0008474881056932393,True
qp,,P1_old_full_opt,winter,11,0.11165321801279818,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,6.163199197045643e-18,0.1360498397918418,0.1360498397918418,0.17515251189430484,0.039102672102463064,0.0011985048062446836,0.0011730801630738929,32,0.17515251189430664,0.17599999999999788,0.000847488105693045,True
qp,,P1_old_full_opt,winter,12,1.322115118666431e-14,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,1.2444272282071831e-15,2.0052714651602753e-15,7.608442369530922e-16,1.4245623820884094e-14,1.0471220000848871e-14,3.7446543592043377e-16,3.141366000254664e-16,32,0.17515251189430664,1.3243025434300873e-14,-1.0025983865832206e-15,False
qp,,P1_old_full_opt,winter,13,1.1609099191392751e-14,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,1.6536003488251964e-15,1.040537920350435e-15,-6.130624284747614e-16,1.2584283503375473e-14,9.344462592248168e-15,3.30366391017917e-16,2.803338777674453e-16,32,0.17515251189430664,1.1625275462405319e-14,-9.590080409701539e-16,False
qp,,P1_old_full_opt,winter,14,1.2317378770980526e-14,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,9.51962293763959e-16,1.0569931150378678e-15,1.050308212739087e-16,1.320526750494313e-14,1.029409060443142e-14,3.66383872282313e-16,3.0882271813294285e-16,32,0.17515251189430664,1.2317826564017664e-14,-8.874409409254663e-16,False
qp,,P1_old_full_opt,winter,15,1.2872838698361069e-14,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,1.2052964376219255e-15,9.410860837027295e-16,-2.64210353919196e-16,1.3767296370048269e-14,1.0663021683070437e-14,3.78340184096406e-16,3.1989065049211336e-16,32,0.17515251189430664,1.2875549823799385e-14,-8.917465462488837e-16,False
qp,,P1_old_full_opt,winter,16,1.3545982402190994e-14,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,1.486285034889205e-15,1.2382086255425485e-15,-2.4807640934665646e-16,1.4475340530165866e-14,1.0904101729200639e-14,3.9900532184817218e-16,3.271230518760195e-16,32,0.17515251189430664,1.3548253804285717e-14,-9.270867258801483e-16,False
qp,,P1_old_full_opt,winter,17,1.556067204032501e-14,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,1.7546909129333702e-15,3.0293915535753577e-15,1.2747006406419875e-15,1.6831752818401988e-14,1.1483976539071363e-14,4.301428388104822e-16,3.445192961721412e-16,32,0.17515251189430664,1.5612795267658048e-14,-1.21895755074394e-15,False
qp,,P1_old_full_opt,winter,18,1.4866648989348382e-14,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,1.8443886219260728e-15,1.0846389313390448e-15,-7.597496905870279e-16,1.583352925792597e-14,1.1653118678894776e-14,4.237889963464598e-16,3.4959356036684357e-16,32,0.17515251189430664,1.4886049568802342e-14,-9.474796891236286e-16,False
qp,,P1_old_full_opt,winter,19,1.4295240547899888e-14,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,1.467079480348367e-15,1.2398318578598509e-15,-2.272476224885161e-16,1.5232055943335387e-14,1.1271288877583612e-14,4.220939717611726e-16,3.3813866632750864e-16,32,0.17515251189430664,1.4297046681194258e-14,-9.35009262141129e-16,False
qp,,P1_old_full_opt,winter,20,1.3459095010542537e-14,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,1.0556483323789874e-15,1.4989508009473633e-15,4.433024685683759e-16,1.4366490561106696e-14,1.0661857675951334e-14,3.9069273281940647e-16,3.198557302785403e-16,32,0.17515251189430664,1.346639356254858e-14,-9.000969985581164e-16,False
qp,,P1_old_full_opt,winter,21,2.106879634066065e-14,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,2.681238905147243e-14,2.1989384048076853e-14,-4.8230050033955764e-15,2.7130323915558172e-14,0.0,5.037232989075695e-16,0.0,32,0.17515251189430664,2.1613781633647877e-14,-5.516542281910295e-15,False
qp,,P1_old_full_opt,winter,22,0.03572411359090126,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,0.043529958359018156,1.4188649583468205e-19,-0.043529958359018156,0.05604109171243473,0.012511133353416633,0.0003834687669514354,0.00037533400060249934,32,0.17515251189430664,0.05631225059073266,0.00027115887829792795,False
qp,,P1_old_full_opt,winter,23,0.08296582568137473,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,0.15521814252531035,0.0,-0.15521814252531035,0.1751525118943063,0.019934369368996042,0.0006234557242406747,0.0005980310810698818,32,0.17515251189430664,0.1759999999999995,0.0008474881056931838,True
qp,,P1_old_full_opt,shoulder,0,0.017251016698051295,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,0.0,0.17515251189429693,0.17515251189429693,0.1751525118943066,1.0020675998765063e-14,2.5424643170945416e-05,3.0062027996295217e-16,32,0.17515251189430664,0.1759999999999951,0.0008474881056884931,True
qp,,P1_old_full_opt,shoulder,1,0.0019873705975858445,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,6.34489960674474e-17,0.0037181088735025016,0.0037181088735024383,0.004195618489546999,0.0004775096160446044,1.4934312593027116e-05,1.4325288481338145e-05,32,0.17515251189430664,0.004215919293270008,2.030080372300916e-05,False
qp,,P1_old_full_opt,shoulder,2,1.525847428428595e-14,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,1.3774093111458434e-14,0.0,-1.3774093111458434e-14,2.5396165674628526e-14,1.2445532853412648e-14,2.0345541340155454e-16,3.733659856023798e-16,32,0.17515251189430664,2.055594022484358e-14,-4.840225449784947e-15,False
qp,,P1_old_full_opt,shoulder,3,0.0662905943679096,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,0.12402097900167348,5.071811831172073e-17,-0.12402097900167343,0.13994875628789205,0.015927777286218754,0.0004981478841747495,0.00047783331858656305,32,0.17515251189430664,0.14062590847416506,0.0006771521862730112,False
qp,,P1_old_full_opt,shoulder,4,0.05109010319678437,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,0.1684214990888683,4.6681751841544606e-17,-0.16842149908886825,0.1751525118943062,0.006731012805438063,0.00022735502733392914,0.00020193038416314207,32,0.17515251189430664,0.1759999999999992,0.0008474881056930172,True
qp,,P1_old_full_opt,shoulder,5,0.05615697235942717,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,0.10506230568898688,5.088846033608273e-17,-0.10506230568898682,0.11855525679823656,0.013492951109249847,0.0004219976789957859,0.00040478853327749573,32,0.17515251189430664,0.11912889498884634,0.0005736381906097793,False
qp,,P1_old_full_opt,shoulder,6,6.262799563299577e-06,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,1.171687384418631e-05,8.130891827022846e-17,-1.1716873844105002e-05,1.3221649565690793e-05,1.5047757215865471e-06,4.706248884698872e-08,4.514327164759645e-08,32,0.17515251189430664,1.3285623472337958e-05,6.397390664716593e-08,False
qp,,P1_old_full_opt,shoulder,7,9.61578933997701e-06,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,1.1716873844205566e-05,2.7059208430337026e-17,-1.1716873844178506e-05,1.5084470876993608e-05,3.3675970329264287e-06,1.0321752891953137e-07,1.0102791098779295e-07,32,0.17515251189430664,1.5157458141496215e-05,7.29872645026077e-08,False
qp,,P1_old_full_opt,shoulder,8,2.8779110649461586e-14,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,2.1044284350581824e-14,0.0,-2.1044284350581824e-14,3.714558413835977e-14,1.6835152955293194e-14,4.382457783745864e-16,5.050545886587963e-16,32,0.17515251189430664,3.5652476963068026e-14,-1.4931071752917445e-15,False
qp,,P1_old_full_opt,shoulder,9,2.3758959472578238e-14,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,0.0,1.0774381138178412e-14,1.0774381138178412e-14,2.741183841808175e-14,1.716411295019153e-14,4.5940379360593885e-16,5.149233885057464e-16,32,0.17515251189430664,2.608784092504303e-14,-1.3239974930387197e-15,False
qp,,P1_old_full_opt,shoulder,10,0.08296582568137482,,,,False,0.017251016698002664,0.0005175305009400804,,,32,,,,,,,True,3.220032525835541e-17,0.15521814252530283,0.1552181425253028,0.17515251189430006,0.019934369368997326,0.0006234557242407021,0.0005980310810699203,32,0.17515251189430664,0.17599999999999286,0.0008474881056927952,True
