bus,scenario,t,P_assumed,S_assumed,lhs_0,a_slope,q_star,gain_won
5,summer,0,0.5,1.0,0.01251714733900398,0.025,0.15188958196620936,122.2604374753276
5,summer,0,0.5,2.4,0.01251714733900398,0.025,0.15188958196620933,122.26043747532758
5,summer,0,1.0,1.0,0.01251714733900398,0.025,0.0,0.0
5,summer,0,1.0,2.4,0.01251714733900398,0.025,0.23080963329306367,187.36609562102572
6,summer,0,0.0,0.3,0.01285400903351211,0.025,0.0,0.0
6,summer,0,0.0,1.0,0.01285400903351211,0.025,0.0,0.0
6,summer,0,0.0,2.4,0.01285400903351211,0.025,0.0,0.0
6,summer,0,0.1,0.3,0.01285400903351211,0.025,0.042721556634798465,34.4871455169813
6,summer,0,0.1,1.0,0.01285400903351211,0.025,0.042721556635202315,34.487145516981286
6,summer,0,0.1,2.4,0.01285400903351211,0.025,0.04272155663479842,34.48714551698129
6,summer,0,0.3,0.3,0.01285400903351211,0.025,0.0,0.0
6,summer,0,0.3,1.0,0.01285400903351211,0.025,0.1079300572939243,88.42914652974935
6,summer,0,0.3,2.4,0.01285400903351211,0.025,0.10793005729392606,88.4291465297493
6,summer,0,0.5,1.0,0.01285400903351211,0.025,0.15624364085560496,129.03942367022935
6,summer,0,0.5,2.4,0.01285400903351211,0.025,0.15624364085560494,129.0394236702293
6,summer,0,1.0,1.0,0.01285400903351211,0.025,0.0,0.0
6,summer,0,1.0,2.4,0.01285400903351211,0.025,0.23720239064525006,197.66251237725967
7,summer,0,0.0,0.3,0.013880474108339789,0.025,0.0,0.0
7,summer,0,0.0,1.0,0.013880474108339789,0.025,0.0,0.0
7,summer,0,0.0,2.4,0.013880474108339789,0.025,0.0,0.0
7,summer,0,0.1,0.3,0.013880474108339789,0.025,0.04677647618851435,40.485102139403416
7,summer,0,0.1,1.0,0.013880474108339789,0.025,0.046776476188513466,40.485102139403374
7,summer,0,0.1,2.4,0.013880474108339789,0.025,0.04677647618872174,40.48510213940341
7,summer,0,0.3,0.3,0.013880474108339789,0.025,0.0,0.0
7,summer,0,0.3,1.0,0.013880474108339789,0.025,0.11752097084297024,103.54043735559654
7,summer,0,0.3,2.4,0.013880474108339789,0.025,0.11752097084298205,103.54043735559644
7,summer,0,0.5,1.0,0.013880474108339789,0.025,0.16964960260006362,150.8844062108993
